"Gene","Module","GS_TB","p_GS_TB","MM","p_MM"
"ENSG00000160446","blue",0.543268704125311,1.33739352962557e-07,-0.902795834537193,4.73518753084858e-31
"ENSG00000117602","blue",-0.635402355592965,1.43226249790454e-10,0.902738849687304,4.84199745475906e-31
"ENSG00000113649","blue",-0.49871572122452,1.85588786284627e-06,0.902120060058434,6.16360579710383e-31
"ENSG00000125826","blue",0.597328434529368,3.14447733247759e-09,-0.901999818504156,6.45833074048583e-31
"ENSG00000118058","blue",-0.508065471011837,1.10183998250373e-06,0.901387712655221,8.18428885117707e-31
"ENSG00000015133","blue",-0.654922335898799,2.47647638369255e-11,0.899216938108878,1.8724633858557e-30
"ENSG00000171456","blue",-0.621728115787218,4.55700769421885e-10,0.898458912968836,2.48888129434837e-30
"ENSG00000204472","blue",0.555059855119853,6.24391064864503e-08,-0.897553390507955,3.4863612400689e-30
"ENSG00000117118","blue",0.597876375697991,3.01632449702891e-09,-0.89745602335267,3.61434254817076e-30
"ENSG00000188971","blue",-0.580504693748573,1.08711575600847e-08,0.897400622930533,3.68918853512214e-30
"ENSG00000198799","blue",-0.458815310023978,1.45615924413243e-05,0.897225269505392,3.93615830590004e-30
"ENSG00000170458","blue",0.547204699531826,1.04050888445963e-07,-0.896406161811412,5.31935228872712e-30
"ENSG00000023902","blue",0.558179700575716,5.07893855779888e-08,-0.895373919197149,7.74688643169763e-30
"ENSG00000241685","blue",0.583086475275178,9.02781511162306e-09,-0.894959661595197,8.99852029575355e-30
"ENSG00000158517","blue",0.472836715294602,7.26975509777517e-06,-0.894420476191459,1.09250849924072e-29
"ENSG00000101695","blue",-0.616494601592036,6.99330186252558e-10,0.893644889432219,1.44152862213039e-29
"ENSG00000027075","blue",-0.65592501136845,2.25515798391823e-11,0.893509301635537,1.51277996223182e-29
"ENSG00000071073","blue",-0.555568015399525,6.03825638768286e-08,0.893387298231264,1.57981018045853e-29
"ENSG00000030582","blue",0.494996186193823,2.27396637750248e-06,-0.893001127942894,1.81156350263138e-29
"ENSG00000165929","blue",-0.464069567532916,1.12643802152843e-05,0.892803431607023,1.94267355639463e-29
"ENSG00000064601","blue",0.63094017173294,2.10263956190675e-10,-0.892616134236646,2.07536837389118e-29
"ENSG00000001461","blue",-0.522759474867877,4.70290683338804e-07,0.892461004122353,2.1919071729845e-29
"ENSG00000161405","blue",-0.500580131823678,1.67468549989994e-06,0.891497165625057,3.07207448080459e-29
"ENSG00000104518","blue",0.668889545639242,6.50707262402598e-12,-0.89130149136295,3.28872144749224e-29
"ENSG00000099860","blue",0.7289621332692,8.21101160028747e-15,-0.891175043282165,3.43654528309818e-29
"ENSG00000143458","blue",-0.654451372309471,2.58748946512991e-11,0.890620045762797,4.16538366025461e-29
"ENSG00000169230","blue",0.59273716435764,4.44261501426663e-09,-0.890481184897931,4.37003268087628e-29
"ENSG00000141574","blue",0.69914895414773,2.76955925915508e-13,-0.89011176138244,4.96321933211088e-29
"ENSG00000163154","blue",0.568436347564932,2.53716813468028e-08,-0.890045571026349,5.07746615998462e-29
"ENSG00000124203","blue",-0.615651765437185,7.48717337791766e-10,0.89004318156859,5.08163788561908e-29
"ENSG00000204482","blue",0.506137586398648,1.22845550472862e-06,-0.889820113342784,5.48611780324633e-29
"ENSG00000126759","blue",0.416494177292087,9.94126811529082e-05,-0.889815490306892,5.49482299984803e-29
"ENSG00000140948","blue",-0.553342649221501,6.98923359993318e-08,0.889795833488924,5.531987005706e-29
"ENSG00000204525","blue",0.529780492898624,3.08647654358467e-07,-0.888736624101861,7.93984566984941e-29
"ENSG00000206503","blue",0.594601523977283,3.86345594554152e-09,-0.888419084818444,8.84197235838004e-29
"ENSG00000011523","blue",-0.498616233754081,1.86605844467743e-06,0.888258711369183,9.33469359705466e-29
"ENSG00000146021","blue",-0.593276887261618,4.26694250354727e-09,0.887870473662209,1.06405608826596e-28
"ENSG00000175550","blue",0.550592114017888,8.36181369933437e-08,-0.887533665602264,1.19159008592261e-28
"ENSG00000108479","blue",0.518943637210154,5.88923984814774e-07,-0.887389146837134,1.25075907366712e-28
"ENSG00000070061","blue",-0.573274582214923,1.81370341966915e-08,0.887262299491973,1.30503823739061e-28
"ENSG00000117020","blue",-0.525302289532637,4.04202910700429e-07,0.886618790156441,1.61763652759958e-28
"ENSG00000181817","blue",0.540392118408209,1.60344309400171e-07,-0.885616038715678,2.25467284199136e-28
"ENSG00000143570","blue",0.584429264574022,8.19097667971412e-09,-0.884665835607652,3.07958980653948e-28
"ENSG00000184677","blue",-0.544848751239288,1.20966467636898e-07,0.884579149387199,3.16801309560089e-28
"ENSG00000167851","blue",0.628976345537467,2.484877572938e-10,-0.884396922370478,3.36200921724096e-28
"ENSG00000132849","blue",-0.560012663539328,4.49419287174148e-08,0.884394224279881,3.36496654530523e-28
"ENSG00000148834","blue",0.705083364652765,1.42359917307904e-13,-0.883923666722227,3.92131955706188e-28
"ENSG00000122705","blue",0.50998655173612,9.87996926359258e-07,-0.883574401863398,4.39106219362004e-28
"ENSG00000125430","blue",-0.530268415222495,2.99638921488744e-07,0.883372658382251,4.68684861988374e-28
"ENSG00000079335","blue",-0.472722431051021,7.31194261922631e-06,0.883323607308591,4.76163978724707e-28
"ENSG00000104805","blue",0.594938007672277,3.76691856391153e-09,-0.883093762490589,5.12782816963482e-28
"ENSG00000151612","blue",-0.467408499174053,9.54753109911639e-06,0.882746389967856,5.73371090782266e-28
"ENSG00000163220","blue",0.672734401596355,4.44730337813871e-12,-0.882174082323709,6.88670864714699e-28
"ENSG00000115365","blue",-0.427838367058424,6.08921225482182e-05,0.882107245463199,7.03522633227187e-28
"ENSG00000178562","blue",-0.559732139819816,4.57933457532166e-08,0.881916443466838,7.47653455970528e-28
"ENSG00000086504","blue",0.415990033407671,0.000101561151617697,-0.881367572973647,8.90132547928293e-28
"ENSG00000204592","blue",0.555126645073244,6.21650556267465e-08,-0.881122786732753,9.6187624673557e-28
"ENSG00000116209","blue",0.62183509473745,4.51691242261949e-10,-0.879962449779047,1.38578331036988e-27
"ENSG00000096433","blue",-0.564943088889584,3.22225002621766e-08,0.879595489092441,1.55419320529143e-27
"ENSG00000090905","blue",-0.496161770452474,2.13425537980916e-06,0.878370151023903,2.27331383860694e-27
"ENSG00000149311","blue",-0.449127783833184,2.31228028101103e-05,0.878349106225869,2.28812797066623e-27
"ENSG00000088298","blue",0.641959276096214,8.05495915680596e-11,-0.877101643248747,3.35558557167056e-27
"ENSG00000157873","blue",0.581553446394896,1.00828140203968e-08,-0.876962533608213,3.501061547582e-27
"ENSG00000105058","blue",0.544981517736837,1.19947638602358e-07,-0.875669145508655,5.18212066382461e-27
"ENSG00000243335","blue",-0.446700790466241,2.59064204739977e-05,0.875667645886392,5.18446422415464e-27
"ENSG00000114423","blue",-0.61325766646715,9.07866825129882e-10,0.875385660671544,5.64393554613684e-27
"ENSG00000204642","blue",0.619961536005707,5.2704752266889e-10,-0.874622885352954,7.09401005533151e-27
"ENSG00000101608","blue",0.597261591032446,3.16046190739542e-09,-0.874554890463436,7.23957314444667e-27
"ENSG00000182487","blue",0.554790376988864,6.35565263202928e-08,-0.873966468633297,8.62654816607864e-27
"ENSG00000047579","blue",0.568130279686583,2.59115193636771e-08,-0.873146258275026,1.0998008095373e-26
"ENSG00000174744","blue",0.432671736089082,4.9151241064279e-05,-0.871770308369131,1.64673849995523e-26
"ENSG00000132963","blue",0.626376736178868,3.09420298827845e-10,-0.871512077525938,1.77541884574955e-26
"ENSG00000060558","blue",0.55425230913279,6.58447808571511e-08,-0.870693699223363,2.25109152089065e-26
"ENSG00000153283","blue",-0.650667511780775,3.67010953821752e-11,0.869402972020443,3.26265476252302e-26
"ENSG00000111321","blue",0.639074515385855,1.03936814588271e-10,-0.869165000072417,3.49221116984915e-26
"ENSG00000125970","blue",0.383594108704209,0.000374576805455775,-0.868641245626442,4.05404825649163e-26
"ENSG00000135749","blue",-0.532134648533338,2.6742715126801e-07,0.867972623794443,4.89998353798789e-26
"ENSG00000107771","blue",-0.584159613991162,8.35285280737449e-09,0.867273492064568,5.96729446918652e-26
"ENSG00000136111","blue",-0.540358162931365,1.6068645287108e-07,0.867003076466195,6.43798163773506e-26
"ENSG00000131446","blue",0.47627185452518,6.10326331883062e-06,-0.866589312084297,7.22871712673014e-26
"ENSG00000101421","blue",0.356798276140159,0.0010006110864074,-0.866551401810457,7.30571124677733e-26
"ENSG00000205220","blue",0.622369843304096,4.32150109515937e-10,-0.866526534609428,7.35664734299052e-26
"ENSG00000165178","blue",0.557259859180946,5.39896497431942e-08,-0.866394235699152,7.63349045315991e-26
"ENSG00000185477","blue",-0.420941199120632,8.22038811429145e-05,0.865756960450261,9.1151374979455e-26
"ENSG00000056558","blue",-0.543651931428162,1.30528802812527e-07,0.865270919083449,1.04293221456284e-25
"ENSG00000151623","blue",-0.601656304658675,2.25886343092256e-09,0.86516114718651,1.0750660020786e-25
"ENSG00000030066","blue",-0.520901440147925,5.24909783917905e-07,0.864521409158139,1.282364697919e-25
"ENSG00000124181","blue",-0.623409580621407,3.96446896614239e-10,0.864353262226614,1.34299360992338e-25
"ENSG00000072858","blue",-0.612517604344673,9.63285551543756e-10,0.86392650019274,1.50963739597979e-25
"ENSG00000063587","blue",-0.546592025685345,1.08219774877256e-07,0.863882004859376,1.52812594623566e-25
"ENSG00000136810","blue",0.625691223944199,3.27730962234004e-10,-0.863439911434643,1.72418266705438e-25
"ENSG00000196177","blue",-0.493658164590382,2.44495489515199e-06,0.863052286734953,1.9160103694957e-25
"ENSG00000186260","blue",-0.466275965159918,1.01003114466729e-05,0.862846034361171,2.02636846454869e-25
"ENSG00000259834","blue",-0.415579414341835,0.000103342736073236,0.862818278220962,2.04168298493104e-25
"ENSG00000101096","blue",-0.690409113819219,7.169592546355e-13,0.862779845107256,2.0630742209473e-25
"ENSG00000085788","blue",-0.549671633559003,8.87573696341674e-08,0.862652913840227,2.13527950214788e-25
"ENSG00000130755","blue",0.517018492785375,6.59016391833243e-07,-0.862336952520105,2.32583478631071e-25
"ENSG00000164985","blue",-0.445812675905604,2.70009362695011e-05,0.861683611697868,2.77365518346485e-25
"ENSG00000100300","blue",0.442989054948584,3.07740964393118e-05,-0.861585796714243,2.84752870209668e-25
"ENSG00000156650","blue",-0.622952468227555,4.11781157316827e-10,0.861582641695703,2.84994301401065e-25
"ENSG00000101191","blue",-0.474561446473969,6.66016536646497e-06,0.860709943705173,3.59996866459778e-25
"ENSG00000198677","blue",-0.435944555794799,4.24364312019867e-05,0.859956899171628,4.39844165183944e-25
"ENSG00000142409","blue",0.452554854097848,1.96647915142258e-05,-0.859915186832057,4.44736838027227e-25
"ENSG00000164466","blue",-0.576348776571213,1.46119111533743e-08,0.859655575907224,4.76397353138903e-25
"ENSG00000162517","blue",0.420433675986918,8.40178862918731e-05,-0.859470684365838,5.0026860260808e-25
"ENSG00000102763","blue",-0.55255919451067,7.35667389668805e-08,0.859040223541205,5.60431640144885e-25
"ENSG00000015475","blue",0.467667983189065,9.42493486872406e-06,-0.858840159760643,5.90730187456339e-25
"ENSG00000109920","blue",-0.399865352369037,0.000197739813521817,0.858809729873151,5.95475788136717e-25
"ENSG00000134153","blue",0.581693696813729,9.98161488181677e-09,-0.858480146800181,6.49305343840733e-25
"ENSG00000186174","blue",-0.650216527169889,3.82498304464323e-11,0.858279297678402,6.8439505274251e-25
"ENSG00000011422","blue",0.542828984483493,1.37515460856465e-07,-0.858109603287721,7.15470620135551e-25
"ENSG00000159352","blue",0.340172846714446,0.00176647318447973,-0.858044144957462,7.27820271095531e-25
"ENSG00000173812","blue",0.487677560965306,3.36817259636496e-06,-0.857444829247628,8.50942324370442e-25
"ENSG00000187531","blue",0.515306286332418,7.27913738640391e-07,-0.857240434725005,8.97383907226721e-25
"ENSG00000197019","blue",0.489892726873956,2.99343578267714e-06,-0.856850787315003,9.92828457979472e-25
"ENSG00000102393","blue",0.5708338966458,2.14981469801839e-08,-0.856244598463635,1.16120198706678e-24
"ENSG00000143543","blue",0.531480161609166,2.78330824244188e-07,-0.856083412291972,1.21044644861186e-24
"ENSG00000113312","blue",0.479798301933485,5.09011996670186e-06,-0.856030275768818,1.22712021020868e-24
"ENSG00000101654","blue",-0.484357034827824,4.01340411596734e-06,0.854828927875961,1.66949742162078e-24
"ENSG00000042753","blue",0.433439103800176,4.74936075307465e-05,-0.854663443932484,1.74143941076054e-24
"ENSG00000125952","blue",0.567175244227156,2.7667153513584e-08,-0.854483441936894,1.82310941210371e-24
"ENSG00000108639","blue",0.50597621803577,1.23965404279202e-06,-0.85447053423323,1.82910661715492e-24
"ENSG00000121406","blue",-0.5276915975345,3.50196654052275e-07,0.854258145254574,1.93058116766184e-24
"ENSG00000177272","blue",-0.495523755862533,2.20969555787882e-06,0.854081552221377,2.01909507226533e-24
"ENSG00000106636","blue",0.454654557945277,1.77914803492304e-05,-0.854066075533296,2.02703755063752e-24
"ENSG00000188186","blue",0.443045384794193,3.06942446620827e-05,-0.853681683069482,2.23432501824289e-24
"ENSG00000158793","blue",0.625129114358696,3.43515185442816e-10,-0.85363937925231,2.25835673411291e-24
"ENSG00000101445","blue",-0.586751580172217,6.91539564100349e-09,0.852856648095908,2.75103992414741e-24
"ENSG00000175203","blue",0.496922270834689,2.04750191307107e-06,-0.852500036888413,3.00870384164803e-24
"ENSG00000153107","blue",-0.633011491182129,1.76074925040102e-10,0.852174696167194,3.26409934054178e-24
"ENSG00000122707","blue",-0.544473903805105,1.23887496403694e-07,0.852129023722226,3.30159579293343e-24
"ENSG00000105402","blue",0.517389876933714,6.44908828080764e-07,-0.85212619341226,3.30393314432329e-24
"ENSG00000179981","blue",-0.650225407418562,3.82187381990162e-11,0.85207470109988,3.34673844460093e-24
"ENSG00000134744","blue",-0.574082534235664,1.71392462503769e-08,0.851080704682755,4.28673736270611e-24
"ENSG00000166881","blue",-0.497323424206072,2.00308995151247e-06,0.85076837835356,4.63175028396334e-24
"ENSG00000176928","blue",-0.4532791331085,1.89987239896514e-05,0.850308916609312,5.18873843481879e-24
"ENSG00000150977","blue",0.437176038829221,4.01387913491952e-05,-0.85005914399169,5.51826000926734e-24
"ENSG00000122490","blue",0.529899299289033,3.06430749742488e-07,-0.850046432073161,5.53556284520131e-24
"ENSG00000172725","blue",0.569558857694066,2.34820028795377e-08,-0.849873511408679,5.7762284479897e-24
"ENSG00000164284","blue",-0.428560642657881,5.89860117021212e-05,0.849685514443654,6.04939664834744e-24
"ENSG00000127603","blue",-0.50604328397157,1.23498819711773e-06,0.849617425271499,6.15139309624155e-24
"ENSG00000055070","blue",0.442140808313577,3.20002046814128e-05,-0.849374129515737,6.52966180604847e-24
"ENSG00000109854","blue",0.652232047115647,3.17813554431437e-11,-0.848198633515747,8.69904060666295e-24
"ENSG00000144749","blue",-0.600765737536294,2.41894644367162e-09,0.847652396031222,9.93126876574451e-24
"ENSG00000143924","blue",-0.402835866567698,0.00017534146334335,0.847062461131672,1.14521836275251e-23
"ENSG00000135211","blue",0.65178050759516,3.3132159454716e-11,-0.846840692956372,1.20804800977787e-23
"ENSG00000143612","blue",0.604277948698626,1.84425306023623e-09,-0.846749655645021,1.23479723049665e-23
"ENSG00000013583","blue",0.618205895001411,6.08470055063394e-10,-0.846194640138391,1.4107489629183e-23
"ENSG00000173200","blue",-0.359615328477811,0.000905958354744978,0.845766580063969,1.5628403264024e-23
"ENSG00000134905","blue",0.653211837081323,2.90296618903464e-11,-0.845686716199627,1.59292587013525e-23
"ENSG00000078403","blue",-0.457673962919693,1.5388203167829e-05,0.845617682901039,1.61938363163414e-23
"ENSG00000124357","blue",0.598091436195822,2.96740178187998e-09,-0.845607700579736,1.62324457943959e-23
"ENSG00000174197","blue",-0.514616031703482,7.57569156852166e-07,0.845513840101203,1.6599873630128e-23
"ENSG00000160654","blue",-0.500238870074084,1.70655358371462e-06,0.844942542825293,1.90166178205641e-23
"ENSG00000091409","blue",-0.565387270369752,3.12626627501548e-08,0.844136265972179,2.30163961275028e-23
"ENSG00000162402","blue",-0.565214722971263,3.16322459497719e-08,0.843423769943948,2.72213079676686e-23
"ENSG00000106605","blue",0.677156498208597,2.85053028416336e-12,-0.843075517805183,2.95389535670757e-23
"ENSG00000099204","blue",-0.607864624681962,1.39325720486512e-09,0.842496882938731,3.38194465211842e-23
"ENSG00000186074","blue",0.500051397724216,1.72430273655762e-06,-0.84220075894547,3.62369910241489e-23
"ENSG00000114982","blue",-0.57146564650489,2.05753438445464e-08,0.842001533595208,3.7956932086307e-23
"ENSG00000164323","blue",-0.466631498003279,9.92363044245952e-06,0.841851473490049,3.93044550161075e-23
"ENSG00000054116","blue",0.508223739827243,1.09201207589002e-06,-0.841426176733932,4.33806467306416e-23
"ENSG00000100099","blue",-0.517577550038285,6.37888839899663e-07,0.840865857009137,4.93814330027194e-23
"ENSG00000181827","blue",-0.457101119923225,1.58194266999039e-05,0.840806852530453,5.00583248480624e-23
"ENSG00000166860","blue",-0.474117646475964,6.81226660913521e-06,0.840662134000035,5.1756852781359e-23
"ENSG00000103064","blue",-0.49314953958694,2.51307319667692e-06,0.840428639551175,5.4615847556017e-23
"ENSG00000198932","blue",-0.584850460607862,7.94409601315818e-09,0.840288143643279,5.6409343269137e-23
"ENSG00000233461","blue",0.583293938716831,8.89340177398333e-09,-0.839682304766489,6.48195409781681e-23
"ENSG00000213626","blue",-0.574443480288637,1.67105904920193e-08,0.839607503553919,6.59387090858651e-23
"ENSG00000178104","blue",-0.505037576540722,1.3067267909442e-06,0.839414707709111,6.89104177195106e-23
"ENSG00000188785","blue",-0.386743928471068,0.000331850352323347,0.839332670227842,7.02139614030038e-23
"ENSG00000132199","blue",-0.475408798144893,6.37856706147653e-06,0.83880079245379,7.92644447055382e-23
"ENSG00000051825","blue",-0.341190398951792,0.0017075736127128,0.838434802035615,8.61390633980123e-23
"ENSG00000117984","blue",0.450496354343339,2.16788809058363e-05,-0.838279563128961,8.92266202359228e-23
"ENSG00000188177","blue",-0.468970898150017,8.83134249688214e-06,0.838250939420415,8.98075232608419e-23
"ENSG00000160883","blue",0.66976327293772,5.97089028248568e-12,-0.83798325874046,9.54205558702216e-23
"ENSG00000130856","blue",-0.454918398681815,1.75682561959247e-05,0.837847748433448,9.8390371027781e-23
"ENSG00000033867","blue",-0.374026205399058,0.000537182703143955,0.837171465906205,1.14603798460003e-22
"ENSG00000184939","blue",-0.442827660514541,3.10039586421034e-05,0.83704949307192,1.1779175074009e-22
"ENSG00000198113","blue",0.519402192690562,5.73300426251499e-07,-0.836892880777321,1.22011395984974e-22
"ENSG00000164054","blue",0.543320985844043,1.33296982730495e-07,-0.83679289020792,1.24781769405269e-22
"ENSG00000051128","blue",0.495465679843444,2.21668589869845e-06,-0.836610645246268,1.29988870272727e-22
"ENSG00000132475","blue",0.514019486375545,7.84114581944781e-07,-0.836574309994936,1.31051950868238e-22
"ENSG00000224078","blue",-0.46621851328604,1.01291370607201e-05,0.836397099116231,1.36358744392236e-22
"ENSG00000197969","blue",-0.30983363526945,0.00461635643587833,0.836361572838777,1.37447423876475e-22
"ENSG00000109016","blue",0.567057596569363,2.78910951141044e-08,-0.83580353442416,1.55695886256864e-22
"ENSG00000185627","blue",0.414810191599885,0.000106758324175061,-0.835794755314923,1.56000957286784e-22
"ENSG00000172673","blue",-0.378741445984306,0.000450351864707154,0.83563903951914,1.61509362951221e-22
"ENSG00000058600","blue",-0.527329667874555,3.5791340231612e-07,0.835362789341706,1.71749327377007e-22
"ENSG00000152642","blue",-0.492339249761039,2.62529487455197e-06,0.835340559670395,1.7260016988131e-22
"ENSG00000069020","blue",-0.603033206978116,2.03111625638946e-09,0.835224017456648,1.77128165453322e-22
"ENSG00000069667","blue",-0.37545633780925,0.000509354117387894,0.835168969357124,1.79306800321986e-22
"ENSG00000074966","blue",-0.470442851446803,8.20295921888219e-06,0.834570005887838,2.04756725076732e-22
"ENSG00000159445","blue",-0.475691551163587,6.2871141755399e-06,0.834176981241949,2.23324448030352e-22
"ENSG00000101294","blue",0.418674668253003,9.0596120437274e-05,-0.834062834970015,2.29016354963278e-22
"ENSG00000152409","blue",-0.46771781247229,9.40156192937911e-06,0.834024358145459,2.30966520296143e-22
"ENSG00000104859","blue",0.505675560835926,1.26077623764526e-06,-0.833952304005183,2.34661934970589e-22
"ENSG00000154229","blue",-0.559371534121435,4.69103622334842e-08,0.833453754290646,2.61848529452489e-22
"ENSG00000169508","blue",-0.549579027253037,8.92906982714793e-08,0.833435682814139,2.62889275395688e-22
"ENSG00000058799","blue",0.606707683927518,1.5257450997441e-09,-0.833079578146565,2.84235221483125e-22
"ENSG00000165264","blue",0.512022765233598,8.79502732760639e-07,-0.832757957287706,3.04951815216292e-22
"ENSG00000142207","blue",-0.586249456169622,7.17400980489549e-09,0.832620482865273,3.14247082862753e-22
"ENSG00000112941","blue",-0.448640018262985,2.36587690097739e-05,0.832468672433444,3.24830949926599e-22
"ENSG00000237945","blue",-0.537772893210833,1.88869637317002e-07,0.83234593710214,3.33639739036791e-22
"ENSG00000138443","blue",-0.493389505048587,2.48071583980307e-06,0.831901124703944,3.67547398399674e-22
"ENSG00000167645","blue",0.482473504576947,4.42932765881569e-06,-0.831740306486673,3.80610504532033e-22
"ENSG00000104325","blue",0.626641950618258,3.0260242733858e-10,-0.831581692486427,3.93935062746537e-22
"ENSG00000153560","blue",-0.460871311258764,1.31763938854011e-05,0.831369061427196,4.12508962944256e-22
