"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant"
"ENSG00000183691.4|NOG",46.7062206088193,-1.54155342993575,0.537397173213118,0.000148710275319037,0.0116271353670077,TRUE
"ENSG00000100453.12|GZMB",1880.61387250272,1.53623210087126,0.554769236573733,0.000166860984693871,0.0125540742488223,TRUE
"ENSG00000175063.16|UBE2C",76.4896001609647,1.45355237168016,0.530917468967295,0.000170659060464078,0.0126070304666393,TRUE
"ENSG00000129595.12|EPB41L4A",36.9885720541443,1.56796912556831,0.578780033782142,0.00017778194731313,0.0130319858290047,TRUE
"ENSG00000166803.11|PCLAF",50.0794129294309,1.13918734941316,0.417689371747065,0.000193232338246951,0.0136248867434609,TRUE
"ENSG00000173926.5|MARCH3",72.5485947307594,-1.10823363673112,0.401825429235847,0.000212609880709988,0.0141715482556002,TRUE
"ENSG00000184357.4|HIST1H1B",89.9677921846243,1.16686506066974,0.436485594920785,0.00021655352277131,0.0142536679001053,TRUE
"ENSG00000119917.13|IFIT3",276.224394987426,1.32814444105521,0.521990767507616,0.000302092854793487,0.0178198551930533,TRUE
"ENSG00000170312.15|CDK1",96.961406559402,1.39762084571929,0.554735185447292,0.000308270559477757,0.0178198551930533,TRUE
"ENSG00000186187.11|ZNRF1",52.5097223785212,1.17887530518258,0.472482711111843,0.00034716567991007,0.0192652036152966,TRUE
"ENSG00000089685.14|BIRC5",132.265086433205,1.08505215188109,0.439830157066121,0.00039432116051852,0.0209786092646504,TRUE
"ENSG00000056736.9|IL17RB",67.3893011869144,1.23655514367549,0.514430040545028,0.000421854633080212,0.02213877843649,TRUE
"ENSG00000235531.9|MSC-AS1",40.8092836726741,1.15216674387179,0.487059732573109,0.000476152966475583,0.0237287285226327,TRUE
"ENSG00000157456.7|CCNB2",81.0304069817384,1.62188800667394,0.735903582364196,0.000589498707013375,0.0273533364313766,TRUE
"ENSG00000166851.14|PLK1",69.7193305431083,1.4536083302141,0.658738739937996,0.00061770078655118,0.0282050933953566,TRUE
"ENSG00000134321.11|RSAD2",218.153175841324,1.1686265769489,0.526119028640599,0.000662202090714714,0.0290917418488987,TRUE
"ENSG00000123485.11|HJURP",39.1498203737219,1.9376435068177,0.955396885812062,0.000759846668782847,0.0319211356296347,TRUE
"ENSG00000160224.16|AIRE",37.1187983695865,1.04360784327348,0.499453351199746,0.000899928326740941,0.0357182394037098,TRUE
"ENSG00000225492.6|GBP1P1",47.4780506676418,1.34913399030218,0.729170667347552,0.00122941660527062,0.044008561073854,TRUE
"ENSG00000141655.16|TNFRSF11A",64.7488061922818,1.32913074871113,0.720428048440406,0.00125023187888507,0.044387776046845,TRUE
